SubwayStation,TimeToSubway,TimeToBusStop,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Park),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_SchoolNearBy(Elementary),HallwayType,Floor,YearBuilt,N_FacilitiesInApt,HeatingType,AptManageType,Size(sqf),SalePrice
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,7,1986,4,central_heating,management_in_trust,914,247787
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,4,2005,7,individual_heating,management_in_trust,914,160176
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,13,2006,5,individual_heating,management_in_trust,2056,362831
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,11,2007,5,individual_heating,management_in_trust,1690,448672
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,5,1993,4,individual_heating,management_in_trust,914,154867
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,14,2005,7,individual_heating,management_in_trust,914,161061
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,3,2009,5,individual_heating,management_in_trust,910,162831
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,22,2007,10,individual_heating,management_in_trust,1387,318584
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,6,2007,5,individual_heating,management_in_trust,1690,435398
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,10,2006,5,individual_heating,management_in_trust,914,189823
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,14,2005,7,individual_heating,management_in_trust,572,153982
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,12,2007,5,individual_heating,management_in_trust,1273,323008
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,21,1993,4,individual_heating,management_in_trust,2337,353982
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,4,2006,4,individual_heating,management_in_trust,903,159292
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,11,2007,10,individual_heating,management_in_trust,868,221238
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,10,2006,5,individual_heating,management_in_trust,2056,367256
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,10,2005,7,individual_heating,management_in_trust,1184,230088
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,19,2006,5,individual_heating,management_in_trust,1412,261061
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,3,2009,5,individual_heating,management_in_trust,910,156637
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,2,1993,4,individual_heating,management_in_trust,644,87610
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,6,1978,3,individual_heating,self_management,903,126548
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,11,2007,4,individual_heating,management_in_trust,1366,271681
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,5,2006,5,individual_heating,management_in_trust,1743,449557
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,6,2009,5,individual_heating,management_in_trust,910,199115
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,12,1997,5,individual_heating,management_in_trust,644,74778
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,5,1997,5,individual_heating,management_in_trust,430,55752
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,5,2007,5,individual_heating,management_in_trust,1334,294690
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,18,2005,7,individual_heating,management_in_trust,914,230088
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,14,2008,8,individual_heating,management_in_trust,829,243362
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,9,1992,3,individual_heating,management_in_trust,576,131858
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,15,2015,10,individual_heating,management_in_trust,644,287610
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,23,2007,5,individual_heating,management_in_trust,1334,389380
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,17,2008,8,individual_heating,management_in_trust,914,256637
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,3,2006,5,individual_heating,management_in_trust,636,143805
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,10,2014,9,individual_heating,management_in_trust,914,344247
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,1,2005,7,individual_heating,management_in_trust,572,157522
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,13,2006,5,individual_heating,management_in_trust,1437,271681
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,19,2005,7,individual_heating,management_in_trust,743,211946
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,17,2005,7,individual_heating,management_in_trust,743,169911
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,8,1992,3,individual_heating,self_management,914,110619
Daegu,5min~10min,0~5min,1,2,1,2,5,0,76,2,corridor,9,1985,3,individual_heating,self_management,587,55752
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,3,2007,4,individual_heating,management_in_trust,1366,277256
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,16,2006,5,individual_heating,management_in_trust,914,200000
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,21,2005,7,individual_heating,management_in_trust,743,169469
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,9,2015,10,individual_heating,management_in_trust,910,393805
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,5,2007,10,individual_heating,management_in_trust,868,274336
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,20,2005,7,individual_heating,management_in_trust,914,262831
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,5,2015,10,individual_heating,management_in_trust,910,356637
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,1,1992,3,individual_heating,management_in_trust,576,58849
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,4,1997,5,individual_heating,management_in_trust,644,75221
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,9,2005,7,individual_heating,management_in_trust,914,203539
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,9,2009,5,individual_heating,management_in_trust,910,300884
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,12,2006,5,individual_heating,management_in_trust,914,199115
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,9,1986,4,central_heating,management_in_trust,1131,243362
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,9,2009,5,individual_heating,management_in_trust,910,265486
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,13,1993,4,individual_heating,management_in_trust,914,166371
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,16,2005,7,individual_heating,management_in_trust,572,155752
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,16,2007,5,individual_heating,management_in_trust,1690,448672
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,14,2005,7,individual_heating,management_in_trust,914,261061
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,29,2014,9,individual_heating,management_in_trust,914,341150
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,13,2008,8,individual_heating,management_in_trust,914,215044
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,9,2014,9,individual_heating,management_in_trust,1092,402654
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,3,2006,5,individual_heating,management_in_trust,1437,234513
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,24,2007,10,individual_heating,management_in_trust,1387,442477
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,7,1993,4,individual_heating,management_in_trust,914,165486
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,19,1993,4,individual_heating,management_in_trust,644,92035
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,9,2007,5,individual_heating,management_in_trust,1483,360176
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,16,2007,10,individual_heating,management_in_trust,868,278761
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,17,2007,10,individual_heating,management_in_trust,1643,469026
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,21,1993,4,individual_heating,management_in_trust,914,131858
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,9,2014,2,individual_heating,management_in_trust,288,107964
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,18,2005,7,individual_heating,management_in_trust,743,240707
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,21,2007,4,individual_heating,management_in_trust,1366,283185
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,5,2013,7,individual_heating,management_in_trust,907,361061
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,8,2013,7,individual_heating,management_in_trust,907,314159
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,2,1986,4,central_heating,management_in_trust,1377,141592
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,8,1992,3,individual_heating,self_management,644,159292
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,9,2006,5,individual_heating,management_in_trust,2056,395575
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,17,2005,7,individual_heating,management_in_trust,914,265486
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,8,2007,10,individual_heating,management_in_trust,868,196460
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,5,2008,8,individual_heating,management_in_trust,914,228318
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,3,1978,3,individual_heating,self_management,779,168141
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,13,1986,4,central_heating,management_in_trust,1796,300884
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,16,2013,7,individual_heating,management_in_trust,644,150778
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,3,1993,4,individual_heating,management_in_trust,644,88495
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,21,2007,4,individual_heating,management_in_trust,1366,251327
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,10,1993,4,individual_heating,management_in_trust,914,135398
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,3,2008,8,individual_heating,management_in_trust,829,242477
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,30,2007,4,individual_heating,management_in_trust,1103,220265
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,3,2009,5,individual_heating,management_in_trust,910,175681
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,6,2007,4,individual_heating,management_in_trust,1394,215176
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,9,2013,7,individual_heating,management_in_trust,910,377876
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,13,2005,7,individual_heating,management_in_trust,743,157522
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,12,2007,4,individual_heating,management_in_trust,1394,247787
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,5,2007,10,individual_heating,management_in_trust,1928,522123
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,21,2007,10,individual_heating,management_in_trust,868,233628
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,15,2006,5,individual_heating,management_in_trust,914,197345
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,17,2009,5,individual_heating,management_in_trust,910,203646
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,7,2013,7,individual_heating,management_in_trust,907,246230
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,6,2007,4,individual_heating,management_in_trust,1103,314159
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,3,2006,5,individual_heating,management_in_trust,910,206194
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,10,1997,5,individual_heating,management_in_trust,558,70796
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,19,2006,5,individual_heating,management_in_trust,811,181415
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,2,2014,2,individual_heating,management_in_trust,288,83902
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,16,2007,5,individual_heating,management_in_trust,1483,383185
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,26,2007,4,individual_heating,management_in_trust,914,176991
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,7,1992,3,individual_heating,self_management,644,150442
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,18,2006,5,individual_heating,management_in_trust,914,196460
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,21,2013,7,individual_heating,management_in_trust,907,255442
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,13,2005,7,individual_heating,management_in_trust,1184,323008
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,7,2014,9,individual_heating,management_in_trust,1088,415929
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,4,1980,9,individual_heating,management_in_trust,736,61946
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,5,2007,10,individual_heating,management_in_trust,868,238938
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,29,2014,9,individual_heating,management_in_trust,907,336283
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,8,2007,10,individual_heating,management_in_trust,1387,333628
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,14,2014,9,individual_heating,management_in_trust,1088,442477
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,15,2005,7,individual_heating,management_in_trust,914,170796
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,35,2007,10,individual_heating,management_in_trust,1387,362831
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,10,2014,9,individual_heating,management_in_trust,914,336283
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,6,2007,4,individual_heating,management_in_trust,1394,254867
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,17,2008,8,individual_heating,management_in_trust,1167,221238
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,11,2006,5,individual_heating,management_in_trust,914,314159
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,9,2005,7,individual_heating,management_in_trust,572,162389
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,1,1992,3,individual_heating,management_in_trust,355,65486
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,12,2006,4,individual_heating,management_in_trust,903,210619
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,14,1993,4,individual_heating,management_in_trust,914,166371
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,8,1986,4,central_heating,management_in_trust,1131,172566
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,26,2006,5,individual_heating,management_in_trust,1149,291150
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,20,2005,7,individual_heating,management_in_trust,1184,225663
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,19,2005,7,individual_heating,management_in_trust,572,190265
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,8,2009,5,individual_heating,management_in_trust,910,201566
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,16,2013,7,individual_heating,management_in_trust,910,255442
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,16,2005,7,individual_heating,management_in_trust,914,159292
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,5,2009,5,individual_heating,management_in_trust,1160,191938
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,19,2007,10,individual_heating,management_in_trust,868,238938
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,9,2005,7,individual_heating,management_in_trust,743,238938
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,14,2007,10,individual_heating,management_in_trust,868,269911
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,21,1993,4,individual_heating,management_in_trust,644,75221
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,10,2007,10,individual_heating,management_in_trust,868,252212
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,15,1992,3,individual_heating,management_in_trust,576,101769
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,15,1992,3,individual_heating,management_in_trust,576,69026
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,5,2013,7,individual_heating,management_in_trust,910,346902
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,18,2005,7,individual_heating,management_in_trust,914,154424
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,9,2014,9,individual_heating,management_in_trust,1092,415929
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,20,2006,5,individual_heating,management_in_trust,910,339823
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,11,2005,7,individual_heating,management_in_trust,572,202654
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,16,1992,3,individual_heating,self_management,914,110619
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,20,2014,9,individual_heating,management_in_trust,910,224690
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,25,1993,4,individual_heating,management_in_trust,1451,181415
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,15,1993,4,individual_heating,management_in_trust,2337,254424
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,4,2007,10,individual_heating,management_in_trust,1643,293238
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,2,2006,5,individual_heating,management_in_trust,914,292035
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,11,1992,3,individual_heating,management_in_trust,644,101769
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,7,2005,7,individual_heating,management_in_trust,914,269911
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,9,2007,5,individual_heating,management_in_trust,1690,435398
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,27,2007,10,individual_heating,management_in_trust,1387,442477
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,14,2007,10,individual_heating,management_in_trust,1387,438053
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,20,2006,5,individual_heating,management_in_trust,1437,265486
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,14,1993,4,individual_heating,management_in_trust,2337,204424
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,14,2008,8,individual_heating,management_in_trust,914,323008
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,16,1993,4,individual_heating,management_in_trust,914,138495
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,10,2007,4,individual_heating,management_in_trust,1103,247787
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,9,2007,10,individual_heating,management_in_trust,868,279646
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,21,2007,10,individual_heating,management_in_trust,1519,491150
Banwoldang,0~5min,0~5min,0,0,0,0,0,0,203,0,terraced,12,2014,10,individual_heating,management_in_trust,914,371681
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,13,1997,5,individual_heating,management_in_trust,558,70796
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,4,1992,3,individual_heating,management_in_trust,355,63274
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,7,2007,10,individual_heating,management_in_trust,1643,371681
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,7,2006,4,individual_heating,management_in_trust,903,201327
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,9,2005,7,individual_heating,management_in_trust,914,172566
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,5,2007,4,individual_heating,management_in_trust,1419,233628
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,20,2007,10,individual_heating,management_in_trust,868,210619
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,3,1993,4,individual_heating,management_in_trust,914,221238
